state,action,successor,state_rank,successor_rank,abstract_state,abstract_successor,state_comp_states,successor_comp_states,component_names,is_controllable_action,action_has_index,successor_is_deadlock,successor_is_error,is_uncontrollable_state,is_uncontrollable_successor
755,checkLiveDone,756,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.4--, CheckLive_CheckWinPos.2-Win, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.2-Win, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_SafeChecking, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 3, 7, 2, 0, 2, 0, 0]","[12, 4, 7, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
756,left,775,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_SafeChecking, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 4, 7, 0, 0, 0, 0, 0]","[12, 38, 7, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
756,up,777,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_SafeChecking, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 4, 7, 0, 0, 0, 0, 0]","[12, 71, 7, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
756,right,757,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_SafeChecking, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 4, 7, 0, 0, 0, 0, 0]","[12, 5, 7, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
756,down,779,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_SafeChecking, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 4, 7, 0, 0, 0, 0, 0]","[12, 104, 7, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
757,0.getPos.1.3,758,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 5, 7, 0, 0, 0, 0, 0]","[12, 29, 7, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
758,0.setPos.1.4,759,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Dispatcher, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 29, 7, 0, 0, 0, 0, 0]","[12, 0, 4, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
759,startSafeCheck,760,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Dispatcher, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_SafeChecking, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckPiece.0-CheckTwoPieces.0.1, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 0, 4, 0, 0, 0, 0, 0]","[12, 1, 4, 0, 1, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
760,0.getPos.1.4,761,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_SafeChecking, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckPiece.0-CheckTwoPieces.0.1, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_SafeChecking, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.0.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 1, 4, 0, 1, 0, 0, 0]","[12, 1, 4, 0, 8, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
761,1.getPos.3.4,762,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_SafeChecking, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.0.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_SafeChecking, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.1.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 1, 4, 0, 8, 0, 0, 0]","[12, 1, 4, 0, 3, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
762,checkSafeOk,763,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_SafeChecking, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckTwoPieces.1.0, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_LiveChecking, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 1, 4, 0, 3, 0, 0, 0]","[12, 2, 4, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
763,startLiveCheck,764,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_LiveChecking, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.1--, CheckLive_CheckWinPos.1, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.1, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 2, 4, 0, 0, 0, 0, 0]","[12, 3, 4, 1, 0, 1, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
764,1.getPos.3.4,765,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.1--, CheckLive_CheckWinPos.1, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.1, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.1--, CheckLive_CheckWinPos.2-Win, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.2-Win, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 3, 4, 1, 0, 1, 0, 0]","[12, 3, 4, 2, 0, 2, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
765,checkLiveDone,766,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.1--, CheckLive_CheckWinPos.2-Win, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckWinPos.2-Win, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_SafeChecking, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 3, 4, 2, 0, 2, 0, 0]","[12, 4, 4, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
766,left,769,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_SafeChecking, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 4, 4, 0, 0, 0, 0, 0]","[12, 38, 4, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
766,up,771,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_SafeChecking, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 4, 4, 0, 0, 0, 0, 0]","[12, 71, 4, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
766,right,767,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_SafeChecking, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 4, 4, 0, 0, 0, 0, 0]","[12, 5, 4, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
766,down,773,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_SafeChecking, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 4, 4, 0, 0, 0, 0, 0]","[12, 104, 4, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,false,false,false,false,false
767,0.getPos.1.4,768,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 5, 4, 0, 0, 0, 0, 0]","[12, 25, 4, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,true,false,false,false
769,0.getPos.1.4,770,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 38, 4, 0, 0, 0, 0, 0]","[12, 56, 4, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
770,0.setPos.1.3,749,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Dispatcher, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 56, 4, 0, 0, 0, 0, 0]","[12, 0, 7, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
771,0.getPos.1.4,772,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 71, 4, 0, 0, 0, 0, 0]","[12, 91, 4, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,true,false,false,false
773,0.getPos.1.4,774,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 104, 4, 0, 0, 0, 0, 0]","[12, 122, 4, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
774,0.setPos.2.4,541,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.1--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Dispatcher, 0:Piece_Pos.4.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 122, 4, 0, 0, 0, 0, 0]","[12, 0, 15, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
775,0.getPos.1.3,776,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 38, 7, 0, 0, 0, 0, 0]","[12, 60, 7, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
776,0.setPos.1.2,601,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Dispatcher, 0:Piece_Pos.3.2--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IP, Win_no_asterisk_s0]","[12, 60, 7, 0, 0, 0, 0, 0]","[12, 0, 9, 0, 0, 0, 1, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,true
777,0.getPos.1.3,778,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 71, 7, 0, 0, 0, 0, 0]","[12, 95, 7, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,true,false,false,false
779,0.getPos.1.3,780,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 104, 7, 0, 0, 0, 0, 0]","[12, 126, 7, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
780,0.setPos.2.3,553,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.2.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Dispatcher, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 126, 7, 0, 0, 0, 0, 0]","[12, 0, 3, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
781,0.getPos.2.3,782,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 104, 3, 0, 0, 0, 0, 0]","[12, 107, 3, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
782,0.setPos.3.3,655,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.1.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Dispatcher, 0:Piece_Pos.4.3--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 107, 3, 0, 0, 0, 0, 0]","[12, 0, 14, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
783,0.getPos.2.4,784,"[[assume:1, value:2949]]","[[assume:1, value:2949]]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.4.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[1:Piece_Pos.4.1--, Dispatcher_Play, 0:Piece_Pos.4.4--, CheckLive_CheckLive-NotLiveChecking, CheckSafe_CheckSafe-NotSafeChecking, CheckLive_CheckLive-NotLiveChecking, IllegalPosition_IllegalPosition, Win_no_asterisk_s0]","[12, 71, 15, 0, 0, 0, 0, 0]","[12, 86, 15, 0, 0, 0, 0, 0]","B1,Dispatcher,Player,CheckLive,CheckSafe,CheckLive,IllegalPosition,Win_no_asterisk",true,true,false,false,false,false
